iata,ident,name,latitude,longitude,iso_country,city
UTK,03N,Utirik Airport,11.222,169.852005,MH,Utirik Island
OCA,07FA,Ocean Reef Club Airport,25.325399398804,-80.274803161621,US,Key Largo
PQS,0AK,Pilot Station Airport,61.934601,-162.899994,US,Pilot Station
CSE,0CO2,Crested Butte Airpark,38.851918,-106.928341,US,Crested Butte
JCY,0TE7,LBJ Ranch Airport,30.2518005371,-98.6224975586,US,Johnson City
WLR,13Z,Loring Seaplane Base,55.601299,-131.636993,US,Loring
NUP,16A,Nunapitchuk Airport,60.905591,-162.440454,US,Nunapitchuk
PTC,16K,Port Alice Seaplane Base,55.803,-133.597,US,Port Alice
ICY,19AK,Icy Bay Airport,59.966269,-141.660118,US,Icy Bay
PPV,19P,Port Protection Seaplane Base,56.328800201416,-133.61000061035,US,Port Protection
KKK,1KC,Kalakaket Creek AS Airport,64.4166256967,-156.820392609,US,Kalakaket Creek
MHS,1O6,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,US,Dunsmuir
NIR,1XA2,Chase Field Industrial Airport,28.362444,-97.661917,US,Beeville
GCT,1Z1,Grand Canyon Bar Ten Airstrip,36.258614,-113.231159,US,Littlefield
ELW,1Z9,Ellamar Seaplane Base,60.893818,-146.704038,US,Ellamar
LVD,2AK,Lime Village Airport,61.3591003418,-155.440002441,US,Lime Village
HGZ,2AK6,Hog River Airport,66.2161026,-155.6690063,US,Hogatza
OTN,2IG4,Ed-Air Airport,38.851782,-87.49987,US,Oaktown
TLF,2K5,Telida Airport,63.393901824951,-153.26899719238,US,Telida
BZT,2TE0,Eagle Air Park,28.982200622559,-95.579696655273,US,Brazoria
HBH,2Z1,Entrance Island Seaplane Base,57.412201,-133.43848,US,Entrance Island
FAK,2Z6,False Island Seaplane Base,57.5321998596,-135.212997437,US,False Island
BYW,38WA,Blakely Island Airport,48.5789985657,-122.825996399,US,Blakely Island
DRF,3AK5,Drift River Airport,60.5889015198,-152.162002563,US,Kenai
BDF,3IS8,Rinkenberger Restricted Landing Area,41.2308998108,-89.6156997681,US,Bradford
VRS,3VS,Roy Otten Memorial Airfield,38.427799224854,-92.875198364258,US,Versailles
GDH,3Z8,Golden Horn Lodge Seaplane Base,59.7470016479,-158.875,US,Golden Horn Lodge
ATT,4A2,Atmautluak Airport,60.866699,-162.272996,US,Atmautluak
LIV,4AK,Livengood Camp Airport,65.467,-148.6534,US,Livengood
PDB,4K0,Pedro Bay Airport,59.7896003723,-154.12399292,US,Pedro Bay
KOZ,4K5,Ouzinkie Airport,57.942094,-152.464314,US,Ouzinkie
TNK,4KA,Tununak Airport,60.575500488281,-165.27200317383,US,Tununak
WHD,4Z7,Hyder Seaplane Base,55.903324,-130.009975,US,Hyder
MNT,51Z,Minto Al Wright Airport,65.1437,-149.369995,US,Minto
TKI,57A,Tokeen Seaplane Base,55.9370994568,-133.32699585,US,Tokeen
WKK,5A8,Aleknagik / New Airport,59.2826004028,-158.617996216,US,Aleknagik
WFB,5KE,Ketchikan Harbor Seaplane Base,55.349899,-131.677002,US,Ketchikan
NNK,5NK,Naknek Airport,58.735633,-157.02216,US,Naknek
BKF,5Z9,Lake Brooks Seaplane Base,58.554798126221,-155.77699279785,US,Katmai National Park
BCS,65LA,Southern Seaplane Airport,29.866078,-90.021608,US,Belle Chasse
SPQ,6CA3,Catalina Air-Sea Terminal Heliport,33.7491989136,-118.275001526,US,San Pedro
TSS,6N5,East 34th Street Heliport,40.7425994873047,-73.9720993041992,US,New York
QNY,6N7,New York Skyports Inc Seaplane Base,40.735061,-73.972814,US,New York
BWL,6OK6,Earl Henry Airport,36.7958984375,-97.3170013428,US,Blackwell
WYB,78K,Yes Bay Lodge Seaplane Base,55.9163017273,-131.800994873,US,Yes Bay
CWS,78WA,Center Island Airport,48.4901008606,-122.832000732,US,Center Island
TEK,7KA,Tatitlek Airport,60.871449,-146.690297,US,Tatitlek
DUF,7NC2,Pine Island Airport,36.2535018921,-75.7884979248,US,Corolla
SSW,7WA5,Stuart Island Airpark,48.673379,-123.175439,US,Friday Harbor
FOB,82CL,Fort Bragg Airport,39.472445,-123.795319,US,Fort Bragg
PUL,83Q,Port of Poulsbo Marina Moorage Seaplane Base,47.734001159668,-122.64700317383,US,Poulsbo
CCD,84CL,Century City Heliport,34.060798645,-118.417999268,US,Los Angeles
WMK,84K,Meyers Chuck Seaplane Base,55.7396011353,-132.255004883,US,Meyers Chuck
AXB,89NY,Maxson Airfield,44.312002,-75.90034,US,Alexandria Bay
REE,8XS8,Reese Airpark,33.590301513672,-102.03700256348,US,Lubbock
WDN,90WA,Waldron Airstrip,48.7118,-123.017998,US,Eastsound
WWP,96Z,Whale Pass Seaplane Float Harbor Facility,56.116299,-133.121994,US,Whale Pass
CHU,9A3,Chuathbaluk Airport,61.579102,-159.216003,US,Chuathbaluk
UGS,9A8,Ugashik Airport,57.523476,-157.396344,US,Ugashik
PSQ,9N2,Philadelphia Seaplane Base,39.859001159668,-75.299598693848,US,Essington
KLL,9Z8,Levelock Airport,59.12606,-156.860906,US,Levelock
SGW,A23,Saginaw Seaplane Base,56.8862991333,-134.158004761,US,Saginaw Bay
WTL,A61,Tuntutuliak Airport,60.3353004456,-162.667007446,US,Tuntutuliak
TWA,A63,Twin Hills Airport,59.07559967041,-160.27299499512,US,Twin Hills
KCQ,A79,Chignik Lake Airport,56.2550010681,-158.774993896,US,Chignik Lake
AAD,AAD,Adado Airport,6.095802,46.6375,SO,Adado
ABP,ABP,Atkamba Airport,-6.06462,141.095173,PG,Atkamba Mission
ACM,ACM,Arica Airport,-2.144851,-71.758389,CO,Arica
ADC,ADC,Andakombe Airport,-7.13722222222,145.744722222,PG,Andekombe
ADV,ADV,El Daein Airport,11.4023,26.1186,SD,El Daein
DJH,AE-0006,Jebel Ali Seaplane Base,24.988967,55.023796,AE,Jebel Ali
AEE,AEE,Adareil Airport,10.053611,32.959444,SS,Adar
AEK,AEK,Aseki Airport,-7.35080485552,146.19386673,PG,Aseki
AEQ,AEQ,Ar Horqin Airport,43.87042,120.15958,CN,Chifeng
KHT,AF-0005,Khost International Airport,33.284605,69.80734,AF,Khost
URZ,AF10,Orūzgān Airport,32.9029998779,66.630897522,AF,Orūzgān
OLR,AF11,Salerno Airport,33.3638,69.9561,AF,Khost
AFK,AFK,Kondavattavana Tank Seaplane Base,7.284,81.644,LK,Ampara
AFR,AFR,Afore Airstrip,-9.14222222222,148.390833333,PG,
AFT,AGAF,Afutara Aerodrome,-9.19138888889,160.948611111,SB,Bila
RNA,AGAR,Ulawa Airport,-9.86054358262,161.979546547,SB,Arona
ATD,AGAT,Uru Harbour Airport,-8.87333,161.011002,SB,Atoifi
VEV,AGBA,Barakoma Airport,-7.91277980804443,156.705993652344,SB,Barakoma
GEF,AGEV,Geva Airport,-7.57582998275757,156.59700012207,SB,Liangia
AGG,AGG,Angoram Airport,-4.05583333333,144.073888889,PG,Angoram
AKS,AGGA,Gwaunaru'u Airport,-8.70257,160.682007,SB,Auki
BNY,AGGB,Bellona/Anua Airport,-11.3022222222,159.798333333,SB,Anua
CHY,AGGC,Choiseul Bay Airport,-6.711944,156.396111,SB,
BAS,AGGE,Ballalae Airport,-6.990745,155.886656,SB,Ballalae
FRE,AGGF,Fera/Maringe Airport,-8.1075,159.576996,SB,Fera Island
HIR,AGGH,Honiara International Airport,-9.428,160.054993,SB,Honiara
MBU,AGGI,Babanakira Airport,-9.7475004196167,159.839004516602,SB,Mbambanakira
AVU,AGGJ,Avu Avu Airport,-9.86833333333,160.410555556,SB,
IRA,AGGK,Ngorangora Airport,-10.4497003555,161.897994995,SB,Kirakira
SCZ,AGGL,Santa Cruz/Graciosa Bay/Luova Airport,-10.7202997207642,165.794998168945,SB,Santa Cruz/Graciosa Bay/Luova
MUA,AGGM,Munda Airport,-8.32797,157.263,SB,Munda
GZO,AGGN,Nusatupe Airport,-8.09778022766,156.863998413,SB,Gizo
MNY,AGGO,Mono Airport,-7.41694021224976,155.565002441406,SB,Stirling Island
PRS,AGGP,Parasi Airport,-9.64167022705078,161.425003051758,SB,Parasi
RNL,AGGR,Rennell/Tingoa Airport,-11.5339002609253,160.063003540039,SB,Rennell Island
EGM,AGGS,Sege Airport,-8.57888984680176,157.876007080078,SB,Sege
NNB,AGGT,Santa Ana Airport,-10.847994,162.454108,SB,Santa Ana Island
RUS,AGGU,Marau Airport,-9.86166954041,160.824996948,SB,Marau
VAO,AGGV,Suavanao Airport,-7.5855598449707,158.731002807617,SB,Suavanao
XYA,AGGY,Yandina Airport,-9.092816,159.21841,SB,Yandina
AGK,AGK,Kagua Airport,-6.39638888889,143.853611111,PG,Kagua
KGE,AGKG,Kaghau Airport,-7.3305,157.585,SB,Kagau Island
KUE,AGKU,Kukudu Airport,-8.0262,156.94783,SB,Kolombangara Island
KWS,AGKW,Kwailabesi Airport,-8.360508,160.775127,SB,Kwailabesi
AGL,AGL,Wanigela Airport,-9.3375,149.155555556,PG,
NAZ,AGNA,Nana Airport,-10.6758,162.2049,SB,Star Harbor
GTA,AGOK,Gatokae Aerodrome,-8.738358,158.202836,SB,Gatokae
RIN,AGRC,Ringi Cove Airport,-8.12639045715332,157.143005371094,SB,Ringi Cove
RBV,AGRM,Ramata Airport,-8.16806030273438,157.643005371094,SB,Ramata
TLG,AGTI,Tulaghi Heliport,-9.108,160.149166667,SB,Tulaghi Island
AGY,AGY,Argyle Downs Airport,-16.508604,128.922485,AU,Argyle Downs
AHJ,AHJ,Hongyuan Airport,32.53154,102.35224,CN,Ngawa (Hongyuan)
AHY,AHY,Ambatolhy Airport,-20.0158333333,45.535,MG,Ambatolahy
AIE,AIE,Aiome Airport,-5.145699978,144.7307003,PG,Aiome
AIH,AIH,Aiambak Airport,-7.34277777778,141.2675,PG,Aiambak
AIC,AIP,Ailinglaplap Airok Airport,7.279422,168.8257,MH,Bigatyelang Island
CEX,AK13,Chena Hot Springs Airport,65.0518035889,-146.04699707,US,Chena Hot Springs
SOL,AK26,Solomon State Field,64.5605,-164.4457,US,Solomon
HED,AK33,Herendeen Bay Airport,55.801399231,-160.899002075,US,Herendeen Bay
TWE,AK49,Taylor Airport,65.6792984009,-164.798995972,US,Taylor
KTH,AK56,Tikchik Lodge Seaplane Base,59.9631996155,-158.477005005,US,Tikchik
NKI,AK62,Naukati Bay Seaplane Base,55.849602,-133.227994,US,Tuxekan Island
LNI,AK71,Point Lonely Short Range Radar Site Airfield,70.911118,-153.237766,US,Point Lonely
CDL,AK75,Candle 2 Airport,65.907699585,-161.925994873,US,Candle
AOS,AK81,Amook Bay Seaplane Base,57.4715003967,-153.815002441,US,Amook Bay
BSW,AK97,Boswell Bay Airport,60.4230995178,-146.145996094,US,Boswell Bay
AKM,AKM,Zakuoma Airport,10.8902777778,19.8172222222,TD,ZaKouma
ALZ,ALZ,Alitak Seaplane Base,56.8995018005,-154.248001099,US,Lazy Bay
PPE,AMC,Mar de Cortés International Airport,31.351987,-113.305177,MX,Puerto Peñasco
AME,AME,Alto Molocue Airport,-15.6102777778,37.6813888889,MZ,Alto Molocue
AMF,AMF,Ama Airport,-4.10111111111,141.67,PG,
AMU,AMU,Amanab Airport,-3.586,141.214333333,PG,Amanab
AMY,AMY,Ambatomainty Airport,-17.6866666667,45.6238888889,MG,
INU,ANYN,Nauru International Airport,-0.547458,166.919006,NR,Yaren District
ANZ,ANZ,Angus Downs Airport,-25.0325,132.2748,AU,Angus Downs Station
CTV,AO-0001,Catoca Airport,-9.430985,20.311478,AO,Saurimo
ANL,AO-0005,Andulo Airport,-11.4723,16.710899,AO,Andulo
CNZ,AO-CNZ,Cangamba Airport,-13.7106,19.861099,AO,Cangamba
DRC,AO-DRC,Dirico Airport,-17.9819240570068,20.7680606842041,AO,Dirico
KNP,AO-KNP,Capanda Airport,-9.76937007904,15.4553194046,AO,Capanda
NDF,AO-NDF,N'dalatando Airport,-9.280378,14.982432,AO,N'dalatando
AOB,AOB,Annanberg Airport,-4.90416666667,144.635833333,PG,
AOD,AOD,Abou-Deïa Airport,11.4773,19.2874,TD,Abou-Deïa
APP,APP,Asapa Airport,-8.97916666667,148.103611111,PG,
APR,APR,April River Airport,-4.67666666667,142.540138889,PG,April River
QET,AQ-0002,Troll Airfield,-71.95714,2.45257,AQ,Troll Station
AQY,AQY,Girdwood-Alyeska Airport,60.968774,-149.119792,US,Girdwood
QRF,AR-0005,Bragado Airport,-35.145811,-60.480294,AR,Bragado
CVI,AR-0007,Caleta Olivia Airport,-46.37428,-67.59409,AR,Caleta Olivia
CNT,AR-0009,Charata Airport,-27.2164,-61.2103,AR,Charata
VGS,AR-0010,General Villegas Airport,-34.995728,-62.999725,AR,General Villegas
LMD,AR-0011,Los Menucos Airport,-40.817699,-68.074699,AR,Los Menucos
VCF,AR-0017,Valcheta Airport,-40.7000007629,-66.1500015259,AR,Valcheta
NCJ,AR-0346,Sunchales Aeroclub Airport,-30.9575,-61.5283,AR,Sunchales
CPG,AR-0390,Carmen de Patagones Airport,-40.7781,-62.9803,AR,Carmen de Patagones
PRQ,AR-0462,Termal Airport,-26.753611,-60.492222,AR,Presidencia Roque Sáenz Peña
OLN,AR-0494,Colonia Sarmiento Airport,-45.582371,-68.999841,AR,Sarmiento
ARP,ARP,Aragip Airport,-9.88333333333,149.483333333,PG,
ASZ,ASZ,Asirim Airport,-6.00972222222,150.368611111,PG,
ATN,ATN,Namatanai Airport,-3.6695,152.438,PG,Namatanai
ATP,ATP,Aitape Airport,-3.14361111111,142.346805556,PG,Aitape
LYT,AU-0081,Lady Elliot Island Airstrip,-24.1129,152.7156,AU,Lady Elliot Island
GYZ,AU-0456,Gruyere Airport,-28.034548,123.81506,AU,Cosmo Newbery
KQR,AU-0457,Karara Airport,-29.217223,116.687154,AU,Karara
AGW,AU-AGW,Agnew Airport,-12.1456,142.149369,AU,Agnew
AYD,AU-AYD,Alroy Downs Airport,-19.2908,136.078995,AU,Alroy Downs
BYX,AU-BYX,Baniyala Airport,-13.1981,136.227005,AU,Baniyala
COB,AU-COB,Coolibah Airport,-15.5482997894287,130.962005615234,AU,Coolibah
CRJ,AU-CRJ,Coorabie Airport,-31.8943996429443,132.296005249023,AU,Coorabie
CRY,AU-CRY,Carlton Hill Airport,-15.5018997192383,128.533996582031,AU,Carlton Hill
CSD,AU-CSD,Cresswell Downs Airport,-17.9479999542236,135.916000366211,AU,Cresswell Downs
DYM,AU-DYM,Diamantina Lakes Airport,-23.7616996765137,141.145004272461,AU,Diamantina Lakes
HIS,AU-HIS,Hayman Island Resort Seaplane Base,-20.0599994659424,148.880996704102,AU,Hayman Island
HLV,AU-HLV,Helenvale Airport,-15.6857995986938,145.214996337891,AU,Helenvale
KBD,AU-KBD,Kimberley Downs Airport,-17.3978004455566,124.355003356934,AU,Kimberley Downs
KGR,AU-KGR,Kulgera Airport,-25.8428,133.292007,AU,Ghan
MYO,AU-MYO,Camballin Airport,-18.1247005462646,124.272003173828,AU,Myroodah
OKB,AU-OKB,Orchid Beach Airport,-24.959400177002,153.31500244141,AU,Orchid Beach
PEP,AU-PEP,Peppimenarti Airport,-14.1442,130.091003,AU,Peppimenarti
RDA,AU-RDA,Rockhampton Downs Airport,-18.9533004760742,135.20100402832,AU,Rockhampton Downs
SSK,AU-SSK,Sturt Creek Airport,-19.1664009094238,128.17399597168,AU,Sturt Creek
SWB,AU-SWB,Shaw River Airport,-21.5102996826172,119.361999511719,AU,Shaw River
TPR,AU-TPR,Tom Price Airport,-22.7460002899,117.869003296,AU,Tom Price
TWP,AU-TWP,Torwood Airport,-17.3633003234863,143.75,AU,Torwood
ZVG,AU-ZVG,Springvale Airport,-17.7868995666504,127.669998168945,AU,Springvale
AUI,AUI,Aua Island Airport,-1.46055555556,143.064722222,PG,Aua Island
AUJ,AUJ,Ambunti Airport,-4.21566666667,142.823166667,PG,Ambunti
AUP,AUP,Agaun Airport,-9.930833,149.385667,PG,
AUV,AUV,Aumo Airport,-5.73111111111,148.445277778,PG,Aumo
AWE,AWE,Alowe Airport,-0.545,9.444,GA,Wonga Wongué Presidential Reserve
AXF,AXF,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,CN,Bayanhot
AXO,AXO,Pantar Kabir Airport,-8.244832,124.219108,ID,Kabir
KPM,AYAQ,Kompiam Airport,-5.38166666667,143.924722222,PG,
BUA,AYBK,Buka Airport,-5.4223198890686,154.673004150391,PG,Buka Island
BRP,AYBR,Biaru Airport,-7.6693,146.7594,PG,Biaru
CMU,AYCH,Chimbu Airport,-6.02429008483887,144.970993041992,PG,Kundiawa
MDM,AYDK,Munduku Airport,-4.6204,143.4516,PG,Munduku
KPF,AYDL,Kondobol Airport,-8.5336,142.5049,PG,Kondobol
DNU,AYDN,Dinangat Airport,-6.1546,146.6772,PG,Dinangat
DOI,AYDO,Doini Airport,-10.7009,150.7218,PG,Castori Islets
DAU,AYDU,Daru Airport,-9.08676,143.207993,PG,Daru
EMS,AYEB,Embessa Airport,-9.447,148.7628,PG,Embessa
XYR,AYED,Edwaki Airport,-3.883986,141.792234,PG,Yellow River Mission
EPT,AYEL,Eliptamin Airport,-5.0412,141.6779,PG,Eliptamin
EGA,AYEN,Engati Airstrip,-6.9179,146.1053,PG,Engati
EMO,AYEO,Emo River Airstrip,-9.1234,148.0415,PG,Emo Mission
ERU,AYER,Erume Airport,-8.2538,146.9747,PG,Erume
MFZ,AYES,Meselia Airport,-6.1364,149.1183,PG,Demgulu
FRQ,AYFE,Feramin Airport,-5.208,141.6988,PG,Feramin
FAQ,AYFR,Frieda River Airport,-4.610468,141.960138,PG,Frieda River
FUM,AYFU,Fuma Airport,-6.3933,142.4408,PG,Fuma
GKA,AYGA,Goroka Airport,-6.08168983459,145.391998291,PG,Goronka
GUG,AYGF,Guari Airport,-8.1286,146.8722,PG,Guari
GRL,AYGG,Garasa Airport,-7.980713,147.213461,PG,Au
GUR,AYGN,Gurney Airport,-10.3114995956,150.333999634,PG,Gurney
GAP,AYGP,Gusap Airport,-6.053196,145.959047,PG,Gusap
PNP,AYGR,Girua Airport,-8.80453968048,148.309005737,PG,Popondetta
GBC,AYGS,Gasuke Airport,-6.1028,141.7393,PG,Gasuke
HBD,AYHB,Habi Airport,-6.32,142.4893,PG,Habi
HNI,AYHE,Heiweni Airport,-7.4223,146.4276,PG,Heiweni
HNN,AYHH,Honinabi Airport,-6.2457,142.1771,PG,Honinabi
HKN,AYHK,Hoskins Airport,-5.463846,150.407327,PG,Kimbe
HIT,AYHO,Haivaro Airport,-6.9406,143.059,PG,Haivaro
IMN,AYII,Imane Airport,-6.7524,146.1072,PG,Imane
KGM,AYIM,Kungim Airport,-5.671,141.03,PG,Kungim
IMD,AYIO,Imonda Airport,-3.328,141.1573,PG,Imonda
KIE,AYIQ,Aropa Airport,-6.305417,155.728139,PG,Kieta
IAL,AYIU,Ialibu Airport,-6.2782,143.9944,PG,Ialibu
WIU,AYIX,Witu Airport,-4.689522,149.440112,PG,Garove Island
KGH,AYJO,Yongai Airport,-8.5289,147.4603,PG,Yongai
LSA,AYKA,Losuia Airport,-8.50582027435303,151.080993652344,PG,Losuia
KPA,AYKG,Kopiago Airport,-5.3883,142.4977,PG,Kopiago
UNG,AYKI,Kiunga Airport,-6.12571001052856,141.281997680664,PG,Kiunga
KNE,AYKJ,Kanainj Airport,-5.2903,144.7072,PG,Kanainj
KRI,AYKK,Kikori Airport,-7.42437982559204,144.250076293945,PG,Kikori
KMA,AYKM,Kerema Airport,-7.96361017227,145.770996094,PG,Kerema
KRX,AYKR,Kar Kar Airport,-4.557,145.9404,PG,Kar Kar Island
KUQ,AYKU,Kuri Airport,-7.135083,143.276111,PG,Kuri
KVG,AYKV,Kavieng Airport,-2.57940006256,150.807998657,PG,Kavieng
LNV,AYKY,Londolovit Airport,-3.04361009598,152.628997803,PG,Londolovit
LAB,AYLB,Lab Lab Airport,-5.7204,148.0566,PG,Lab Lab Mission
LWI,AYLO,Lowai Airport,-6.3344,146.6458,PG,Lowai
LPN,AYLP,Leron Plains Airport,-6.3917,146.3434,PG,Leron Plains
LNG,AYLS,Lese Airport,-8.2799,146.2765,PG,Lese
LSJ,AYLX,Long Island Airport,-5.3604,147.0177,PG,Long Island
AYM,AYM,Yas Island Seaplane Base,24.467,54.6103,AE,Abu Dhabi
MRM,AYMA,Manari Airport,-9.1908,147.6219,PG,Manari
OBM,AYMB,Morobe Airport,-7.74,147.59,PG,Morobe
MAG,AYMD,Madang Airport,-5.20707988739,145.789001465,PG,Madang
HGU,AYMH,Mount Hagen Kagamuga Airport,-5.828212,144.299412,PG,Mount Hagen
GUV,AYML,Mougulu Airport,-6.280859,142.420775,PG,Mougulu
MDU,AYMN,Mendi Airport,-6.14774,143.656998,PG,Mendi
MAS,AYMO,Momote Airport,-2.06189,147.423996,PG,Manus Island
MXH,AYMR,Moro Airport,-6.36332988739,143.238006592,PG,Moro
MIS,AYMS,Misima Island Airport,-10.6892004013,152.837997437,PG,Misima Island
MWG,AYMW,Marawaka Airport,-6.9736,145.8849,PG,Marawaka
NKN,AYNA,Nankina Airport,-5.837,146.4533,PG,Gwarawon
GBF,AYNE,Negarbo(Negabo) Airport,-6.567778,144.703058,PG,Negarbo
MFO,AYNG,Manguna Airport,-5.577778,151.792333,PG,Manguna
KSB,AYNM,Kasonombe Airport,-6.3819,146.9859,PG,Kasonombe
NMN,AYNO,Nomane Airport,-6.32183,145.070667,PG,Namane
NBA,AYNY,Nambaiyufa Airport,-6.2412,145.2424,PG,Nambaiyufa
LAE,AYNZ,Nadzab Airport,-6.569803,146.725977,PG,Lae
KGB,AYOE,Konge Airport,-6.2239,147.2152,PG,Konge
OKP,AYOJ,Oksapmin Airport,-5.2261,142.2259,PG,Oksapmin
HOC,AYOK,Komako Airport,-7.3984,145.8827,PG,Komako
KCJ,AYOQ,Komaio Airport,-7.2714,143.5952,PG,Komaio
KDE,AYOW,Koroba Airport,-5.6952,142.7441,PG,Koroba
OPB,AYOY,Open Bay Airport,-4.794727,151.696195,PG,Maitanakunai
PGB,AYPC,Pangoa Airport,-7.0226,141.5605,PG,Pangoa
PGN,AYPG,Pangia Airport,-6.386,144.1084,PG,Pangia
MPF,AYPO,Mapoda Airport,-7.979,143.1694,PG,Mapoda
PMN,AYPQ,Pumani Airport,-9.7469,149.4766,PG,Pumani
POM,AYPY,Port Moresby Jacksons International Airport,-9.44338035583496,147.220001220703,PG,Port Moresby
SPH,AYQO,Sopu Airport,-8.3038,147.1659,PG,Sopu
SXA,AYQS,Sialum Airport,-6.0908,147.5955,PG,Sialum
RMN,AYRG,Rumginae Airport,-5.89722222222,141.271666667,PG,
KMR,AYRI,Karimui Airport,-6.4921,144.823,PG,Karimui
MWI,AYRM,Maramuni Airport,-5.13,143.4829,PG,Maramuni
MRH,AYRV,May River Airstrip,-4.3615,141.785,PG,May River
SBE,AYSA,Suabi Airport,-6.10444444444,142.278333333,PG,
NIS,AYSE,Simberi Airport,-2.66222222222,151.997777778,PG,Simberi Island
SIL,AYSG,Sila Airport,-9.07355555556,148.38925,PG,Sila Mission
SBV,AYSH,Sabah Airport,-5.5765,155.0489,PG,Sabah
SIM,AYSJ,Simbai Airport,-5.27861111111,144.544722222,PG,Simbai
SBC,AYSO,Selbang Airport,-5.315,141.752,PG,Selbang
SPV,AYSQ,Sepik Plains Airport,-3.8821,143.6734,PG,Sepik Plains
SXW,AYSV,Sauren Airport,-5.9701,148.8543,PG,Sauren
MBV,AYSX,Masa Airport,-6.345,147.591,PG,Masa
TIZ,AYTA,Tari Airport,-5.84499979019,142.947998047,PG,Tari
TBG,AYTB,Tabubil Airport,-5.27861,141.225998,PG,Tabubil
TPI,AYTI,Tapini Airport,-8.35666666667,146.989166667,PG,Tapini
RAB,AYTK,Tokua Airport,-4.34046,152.380005,PG,Kokopo
TKW,AYTN,Tekin Airport,-5.24366666667,142.165194444,PG,Tekin
TEP,AYTP,Tep Tep Airport,-5.9553,146.5595,PG,Teptep
TSW,AYTS,Tsewi Airport,-7.0695,146.1272,PG,Tsewi
TRJ,AYTT,Tarakbits Airport,-5.614,141.0421,PG,Tarakbits
TWY,AYTW,Tawa Airport,-7.4463,146.1067,PG,Tawa
TKB,AYTZ,Tekadu Airport,-7.6808,146.5503,PG,Tekadu
AYU,AYU,Aiyura Airport,-6.33805555556,145.904166667,PG,Aiyura Valley
UMC,AYUC,Umba Airport,-7.0214,145.966,PG,Umba
URU,AYUE,Uroubi Airport,-9.5162,148.5591,PG,Uroubi
UPR,AYUR,Upiara Airport,-8.5411,142.6503,PG,Upiara
UVO,AYUZ,Uvol Airport,-6.0178,150.9557,PG,Uvol
TLW,AYVL,Talasea Airport,-5.2726,150.0089,PG,Talasea
TCJ,AYVM,Torembi Airport,-4.0165,143.1329,PG,Torembi
VAI,AYVN,Vanimo Airport,-2.6926,141.3028,PG,Vanimo
TON,AYVO,Tonu Airport,-6.6552,155.4326,PG,Tonu
WAO,AYWB,Wabo Airport,-6.98944444444,145.075111111,PG,Wabo
WBM,AYWD,Wapenamanda Airport,-5.635293,143.892231,PG,Wapenamanda
WAJ,AYWF,Wawoi Falls Airport,-6.9523,142.6557,PG,Wavoi Falls
WWK,AYWK,Wewak International Airport,-3.58383011818,143.669006348,PG,Wewak
WOA,AYWO,Wonenara Airport,-6.79686111111,145.891944444,PG,Wonenara
WKN,AYWQ,Wakunai Airport,-5.8603,155.2223,PG,Wakunai
WSU,AYWS,Wasu Airport,-5.96170944919,147.19822526,PG,Wasu
WTP,AYWT,Woitape Airport,-8.54583333333,147.2525,PG,Fatima Mission
WUG,AYWU,Wau Airport,-7.345556,146.718611,PG,Wau
YVD,AYXE,Yeva Airport,-7.548,146.188,PG,Yeva
SMJ,AYXI,Sim Airport,-7.75,146.9273,PG,Sim
WEP,AYXW,Weam Airport,-8.6184,141.1381,PG,Weam
AYY,AYY,Arugam Bay SPB,6.86,81.8238888889,LK,Pottuvil
KYX,AYYE,Yalumet Airport,-6.09,147.0117,PG,Yalumet
KSX,AYYR,Yasuru Airport,-6.6015,146.1813,PG,Yasuru
WUM,AYZM,Wasum Airport,-6.0491,149.337,PG,Wasum
ZXT,AZ-0001,Zabrat Airport,40.4955422161,49.9768066406,AZ,Baku
FZL,AZ-0011,Fuzuli International Airport,39.594578,47.196128,AZ,Fuzuli
HAE,AZ15,Lava Falls Heliport,36.1916007996,-113.092002869,US,Supai Village
AZB,AZB,Amazon Bay Airport,-10.2991666667,149.338333333,PG,
AZJ,AZJ,Zhenjiang Dalu Airport,32.23649,119.718683,CN,Zhenjiang
BAJ,BAJ,Bali Airport,-4.88333333333,149.133333333,PG,Unea Island
BCP,BCP,Bambu Airport,-5.86361111111,146.4925,PG,Bambu
BCW,BCW,Benguera Island Airport,-21.8533000946045,35.4383010864258,MZ,Benguera Island
BCZ,BCZ,Milyakburra Airport,-13.7808333333,136.201666667,AU,Bickerton Island
ILL,BDH,Willmar Municipal Airport John L Rice Field (2006),45.117552,-95.132259,US,Willmar
BDZ,BDZ,Baindoung Airport,-6.34722222222,146.942222222,PG,
HKV,BG-HKV,Malevo Airfield,41.871799,25.604799,BG,Haskovo
JAM,BG-JAM,Bezmer Air Base,42.4548988342,26.3521995544,BG,Yambol
JEG,BGAA,Aasiaat Airport,68.721802,-52.784698,GL,Aasiaat
AOQ,BGAG,Aappilattoq Heliport,72.88703,-55.596287,GL,Aappilattoq
AGM,BGAM,Tasiilaq Heliport,65.612296,-37.618335,GL,Tasiilaq
QGQ,BGAT,Attu Heliport,67.940663,-53.62187,GL,Attu
UAK,BGBW,Narsarsuaq Airport,61.1605,-45.425999,GL,Narsarsuaq
JCH,BGCH,Qasigiannguit Heliport,68.822816,-51.173447,GL,Qasigiannguit
